Kode,Nama,Kategori,Stok,Harga,Kadaluarsa,Deskripsi
OBT799,Atoran 50mg,Mineral,217,75147,2026-02-16,Obat mineral untuk penggunaan medis
OBT800,Losum 1000mg,Antasida,101,35662,2025-03-21,Obat antasida untuk penggunaan medis
OBT801,Amloin 20mg,Vitamin,320,10665,2025-10-13,Obat vitamin untuk penggunaan medis
OBT802,Losat 1000mg,Antasida,408,24839,2025-08-18,Obat antasida untuk penggunaan medis
OBT803,Amoxat 5mg,Analgesik,339,14923,2026-04-01,Obat analgesik untuk penggunaan medis
OBT804,Amoxin 500mg,Antidepresan,136,21686,2026-03-22,Obat antidepresan untuk penggunaan medis
OBT805,Cefium 250mg,Mineral,472,86866,2026-05-27,Obat mineral untuk penggunaan medis
OBT806,Simax 1000mg,Psikotropika,160,16348,2025-01-04,Obat psikotropika untuk penggunaan medis
OBT807,Metan 100mg,Kardiovaskular,302,52669,2025-10-24,Obat kardiovaskular untuk penggunaan medis
OBT808,Simax 25mg,Analgesik,232,73035,2026-08-18,Obat analgesik untuk penggunaan medis
OBT809,Losin 250mg,Antihistamin,402,79386,2026-03-20,Obat antihistamin untuk penggunaan medis
OBT810,Captin 50mg,Kardiovaskular,430,86661,2025-02-23,Obat kardiovaskular untuk penggunaan medis
OBT811,Amoxil 20mg,Antibiotik,449,32278,2026-03-08,Obat antibiotik untuk penggunaan medis
OBT812,Paraum 5mg,Antidepresan,109,93217,2025-01-01,Obat antidepresan untuk penggunaan medis
OBT813,Metox 50mg,Kortikosteroid,376,91627,2026-01-29,Obat kortikosteroid untuk penggunaan medis
OBT814,Ranitax 10mg,Psikotropika,288,19887,2025-08-17,Obat psikotropika untuk penggunaan medis
OBT815,Cefium 500mg,Kardiovaskular,445,94414,2025-05-22,Obat kardiovaskular untuk penggunaan medis
OBT816,Captil 20mg,Kortikosteroid,404,62060,2025-04-19,Obat kortikosteroid untuk penggunaan medis
OBT817,Losin 50mg,Antihistamin,283,50004,2026-01-26,Obat antihistamin untuk penggunaan medis
OBT818,Dicloat 500mg,Psikotropika,449,15945,2025-08-28,Obat psikotropika untuk penggunaan medis
OBT819,Losox 250mg,Analgesik,93,49580,2026-08-01,Obat analgesik untuk penggunaan medis
OBT820,Paraol 100mg,Antihistamin,423,26777,2026-01-21,Obat antihistamin untuk penggunaan medis
OBT821,Captex 5mg,Antihistamin,360,98643,2025-05-12,Obat antihistamin untuk penggunaan medis
OBT822,Simax 1000mg,Psikotropika,242,91704,2025-06-17,Obat psikotropika untuk penggunaan medis
OBT823,Ibuat 25mg,Antasida,375,32893,2026-03-13,Obat antasida untuk penggunaan medis
OBT824,Paraox 5mg,Antikonvulsan,329,68860,2026-03-08,Obat antikonvulsan untuk penggunaan medis
OBT825,Dicloat 20mg,Antidepresan,272,10390,2026-05-22,Obat antidepresan untuk penggunaan medis
OBT826,Ibuat 250mg,Analgesik,339,57537,2025-04-14,Obat analgesik untuk penggunaan medis
OBT827,Paraax 25mg,Antikonvulsan,184,94055,2025-05-16,Obat antikonvulsan untuk penggunaan medis
OBT828,Losol 500mg,Antasida,171,14905,2026-09-26,Obat antasida untuk penggunaan medis
OBT829,Amloox 20mg,Mineral,148,16052,2025-10-24,Obat mineral untuk penggunaan medis
OBT830,Simum 25mg,Kardiovaskular,260,67275,2026-06-11,Obat kardiovaskular untuk penggunaan medis
OBT831,Dicloin 25mg,Antibiotik,74,19491,2025-05-14,Obat antibiotik untuk penggunaan medis
OBT832,Captat 100mg,Kortikosteroid,160,66218,2025-11-09,Obat kortikosteroid untuk penggunaan medis
OBT833,Losan 500mg,Antasida,175,90961,2025-08-13,Obat antasida untuk penggunaan medis
OBT834,Dicloan 20mg,Antidiabetes,386,35085,2026-08-27,Obat antidiabetes untuk penggunaan medis
OBT835,Dexail 50mg,Psikotropika,151,82365,2026-11-12,Obat psikotropika untuk penggunaan medis
OBT836,Dexaax 25mg,Antibiotik,148,97702,2026-03-30,Obat antibiotik untuk penggunaan medis
OBT837,Ranitil 50mg,Analgesik,148,40104,2026-01-20,Obat analgesik untuk penggunaan medis
OBT838,Dexail 25mg,Antidiabetes,449,69030,2026-02-21,Obat antidiabetes untuk penggunaan medis
OBT839,Atoran 250mg,Vitamin,241,16552,2025-09-25,Obat vitamin untuk penggunaan medis
OBT840,Omepat 1000mg,Kardiovaskular,216,41936,2026-03-05,Obat kardiovaskular untuk penggunaan medis
OBT841,Amoxex 10mg,Antikonvulsan,362,79397,2026-12-17,Obat antikonvulsan untuk penggunaan medis
OBT842,Paraox 500mg,Antibiotik,370,52376,2026-03-29,Obat antibiotik untuk penggunaan medis
OBT843,Ibuen 1000mg,Mineral,389,85417,2025-02-28,Obat mineral untuk penggunaan medis
OBT844,Atorat 10mg,Kortikosteroid,97,79600,2026-06-19,Obat kortikosteroid untuk penggunaan medis
OBT845,Metan 100mg,Mineral,154,51637,2025-08-25,Obat mineral untuk penggunaan medis
OBT846,Simox 250mg,Analgesik,207,40335,2025-08-09,Obat analgesik untuk penggunaan medis
OBT847,Simum 100mg,Antasida,308,75950,2025-11-18,Obat antasida untuk penggunaan medis
OBT848,Cefiex 5mg,Analgesik,274,59207,2026-08-23,Obat analgesik untuk penggunaan medis
OBT849,Amloex 20mg,Antihistamin,241,58894,2025-08-04,Obat antihistamin untuk penggunaan medis
OBT850,Parain 500mg,Psikotropika,157,21004,2025-08-30,Obat psikotropika untuk penggunaan medis
OBT851,Cefiin 10mg,Kardiovaskular,141,88161,2025-12-21,Obat kardiovaskular untuk penggunaan medis
OBT852,Raniten 20mg,Kortikosteroid,325,86404,2026-08-24,Obat kortikosteroid untuk penggunaan medis
OBT853,Dicloin 1000mg,Antihistamin,113,45856,2025-10-16,Obat antihistamin untuk penggunaan medis
OBT854,Amoxol 10mg,Kortikosteroid,105,43183,2026-05-17,Obat kortikosteroid untuk penggunaan medis
OBT855,Cefium 250mg,Kardiovaskular,297,27568,2026-10-28,Obat kardiovaskular untuk penggunaan medis
OBT856,Paraum 5mg,Antikonvulsan,128,99282,2026-04-19,Obat antikonvulsan untuk penggunaan medis
OBT857,Cefian 5mg,Analgesik,455,95062,2026-08-01,Obat analgesik untuk penggunaan medis
OBT858,Simat 20mg,Psikotropika,299,85349,2026-01-17,Obat psikotropika untuk penggunaan medis
OBT859,Ranitol 5mg,Mineral,359,83143,2026-12-24,Obat mineral untuk penggunaan medis
OBT860,Meten 10mg,Vitamin,347,50504,2026-11-11,Obat vitamin untuk penggunaan medis
OBT861,Atorol 100mg,Antidepresan,255,19690,2026-03-15,Obat antidepresan untuk penggunaan medis
OBT862,Dicloen 5mg,Mineral,217,10751,2025-02-04,Obat mineral untuk penggunaan medis
OBT863,Atoril 500mg,Antikonvulsan,314,95145,2026-09-20,Obat antikonvulsan untuk penggunaan medis
OBT864,Dexain 25mg,Kardiovaskular,314,77344,2026-10-11,Obat kardiovaskular untuk penggunaan medis
OBT865,Simil 20mg,Antibiotik,425,7019,2026-04-03,Obat antibiotik untuk penggunaan medis
OBT866,Parail 25mg,Antidepresan,188,53800,2025-06-17,Obat antidepresan untuk penggunaan medis
OBT867,Paraax 10mg,Antasida,104,35389,2025-04-16,Obat antasida untuk penggunaan medis
OBT868,Atorox 25mg,Vitamin,67,78925,2025-02-01,Obat vitamin untuk penggunaan medis
OBT869,Captat 25mg,Antikonvulsan,426,27916,2026-12-31,Obat antikonvulsan untuk penggunaan medis
OBT870,Metat 250mg,Psikotropika,206,67233,2025-02-01,Obat psikotropika untuk penggunaan medis
OBT871,Ibuum 1000mg,Antibiotik,164,64950,2026-06-17,Obat antibiotik untuk penggunaan medis
OBT872,Captan 50mg,Antidiabetes,294,95099,2025-05-04,Obat antidiabetes untuk penggunaan medis
OBT873,Metil 50mg,Psikotropika,305,36551,2026-03-29,Obat psikotropika untuk penggunaan medis
OBT874,Losum 500mg,Antibiotik,97,91464,2026-06-06,Obat antibiotik untuk penggunaan medis
OBT875,Dexaol 20mg,Antidiabetes,166,5906,2026-03-14,Obat antidiabetes untuk penggunaan medis
OBT876,Amoxex 50mg,Kortikosteroid,161,60364,2026-03-27,Obat kortikosteroid untuk penggunaan medis
OBT877,Amoxox 50mg,Kortikosteroid,96,86395,2025-11-14,Obat kortikosteroid untuk penggunaan medis
OBT878,Ranitex 25mg,Psikotropika,437,51048,2025-08-28,Obat psikotropika untuk penggunaan medis
OBT879,Amloin 1000mg,Antikonvulsan,77,95350,2026-10-05,Obat antikonvulsan untuk penggunaan medis
OBT880,Amloen 5mg,Vitamin,282,14350,2025-08-08,Obat vitamin untuk penggunaan medis
OBT881,Atorat 1000mg,Antasida,165,75055,2025-09-18,Obat antasida untuk penggunaan medis
OBT882,Omepex 500mg,Antasida,436,10647,2025-10-23,Obat antasida untuk penggunaan medis
OBT883,Captan 25mg,Antihistamin,499,43539,2026-08-31,Obat antihistamin untuk penggunaan medis
OBT884,Metum 5mg,Antihistamin,444,10141,2025-05-22,Obat antihistamin untuk penggunaan medis
OBT885,Amloat 250mg,Analgesik,101,76500,2026-07-02,Obat analgesik untuk penggunaan medis
OBT886,Ibuol 25mg,Kardiovaskular,187,56895,2026-11-21,Obat kardiovaskular untuk penggunaan medis
OBT887,Ibuol 20mg,Antidiabetes,454,79652,2025-11-29,Obat antidiabetes untuk penggunaan medis
OBT888,Dicloan 50mg,Vitamin,231,11861,2026-08-20,Obat vitamin untuk penggunaan medis
OBT889,Omepin 100mg,Antibiotik,318,69291,2026-01-16,Obat antibiotik untuk penggunaan medis
OBT890,Simil 1000mg,Antidepresan,123,57824,2026-04-02,Obat antidepresan untuk penggunaan medis
OBT891,Captat 500mg,Vitamin,115,16660,2026-05-07,Obat vitamin untuk penggunaan medis
OBT892,Meten 50mg,Antidiabetes,169,46043,2026-07-07,Obat antidiabetes untuk penggunaan medis
OBT893,Amloax 250mg,Kardiovaskular,404,29050,2025-04-14,Obat kardiovaskular untuk penggunaan medis
OBT894,Omepil 50mg,Antibiotik,279,21588,2025-11-18,Obat antibiotik untuk penggunaan medis
OBT895,Paraax 25mg,Mineral,87,85418,2026-03-03,Obat mineral untuk penggunaan medis
OBT896,Amoxox 25mg,Antasida,347,44099,2025-09-25,Obat antasida untuk penggunaan medis
OBT897,Metin 25mg,Mineral,96,64113,2025-05-29,Obat mineral untuk penggunaan medis
OBT898,Parain 10mg,Antidepresan,130,54827,2025-07-21,Obat antidepresan untuk penggunaan medis
OBT899,Amlool 100mg,Antibiotik,137,46835,2026-04-23,Obat antibiotik untuk penggunaan medis
OBT900,Dicloen 10mg,Mineral,100,65988,2025-08-13,Obat mineral untuk penggunaan medis
OBT901,Dicloex 50mg,Antikonvulsan,253,89691,2025-02-20,Obat antikonvulsan untuk penggunaan medis
OBT902,Paraat 500mg,Psikotropika,240,42258,2025-06-28,Obat psikotropika untuk penggunaan medis
OBT903,Cefiox 50mg,Antihistamin,101,17350,2025-03-30,Obat antihistamin untuk penggunaan medis
OBT904,Ranitum 250mg,Kardiovaskular,221,64402,2025-04-24,Obat kardiovaskular untuk penggunaan medis
OBT905,Amloat 100mg,Analgesik,316,73912,2025-04-01,Obat analgesik untuk penggunaan medis
OBT906,Dexail 500mg,Antasida,97,76745,2025-06-19,Obat antasida untuk penggunaan medis
OBT907,Dicloil 50mg,Kortikosteroid,451,8943,2025-03-28,Obat kortikosteroid untuk penggunaan medis
OBT908,Paraex 100mg,Antasida,148,92754,2025-06-03,Obat antasida untuk penggunaan medis
OBT909,Captil 20mg,Kortikosteroid,373,44237,2025-05-22,Obat kortikosteroid untuk penggunaan medis
OBT910,Parail 10mg,Psikotropika,426,93721,2026-03-26,Obat psikotropika untuk penggunaan medis
OBT911,Amoxum 100mg,Antihistamin,479,9437,2025-11-07,Obat antihistamin untuk penggunaan medis
OBT912,Cefiol 1000mg,Vitamin,294,39824,2026-11-18,Obat vitamin untuk penggunaan medis
OBT913,Losum 10mg,Antihistamin,434,34541,2025-08-28,Obat antihistamin untuk penggunaan medis
OBT914,Paraan 1000mg,Antidiabetes,414,60227,2026-02-15,Obat antidiabetes untuk penggunaan medis
OBT915,Ibuol 100mg,Antikonvulsan,206,59971,2025-03-22,Obat antikonvulsan untuk penggunaan medis
OBT916,Cefiex 10mg,Antihistamin,192,9866,2025-05-06,Obat antihistamin untuk penggunaan medis
OBT917,Amloum 100mg,Mineral,331,33339,2026-11-28,Obat mineral untuk penggunaan medis
OBT918,Metol 50mg,Antasida,418,55265,2025-01-24,Obat antasida untuk penggunaan medis
OBT919,Losan 100mg,Antidepresan,99,93990,2026-03-28,Obat antidepresan untuk penggunaan medis
OBT920,Losex 25mg,Kardiovaskular,475,53758,2026-03-20,Obat kardiovaskular untuk penggunaan medis
OBT921,Raniten 25mg,Antihistamin,413,74984,2025-12-08,Obat antihistamin untuk penggunaan medis
OBT922,Amlool 500mg,Analgesik,168,91511,2026-09-23,Obat analgesik untuk penggunaan medis
OBT923,Losex 100mg,Antidepresan,190,36609,2026-04-09,Obat antidepresan untuk penggunaan medis
OBT924,Amoxol 50mg,Mineral,375,59788,2026-07-19,Obat mineral untuk penggunaan medis
OBT925,Omepax 50mg,Antikonvulsan,472,46961,2025-05-27,Obat antikonvulsan untuk penggunaan medis
OBT926,Parail 20mg,Analgesik,265,33220,2026-08-16,Obat analgesik untuk penggunaan medis
OBT927,Losan 10mg,Vitamin,425,78331,2025-06-24,Obat vitamin untuk penggunaan medis
OBT928,Captax 250mg,Antibiotik,331,15319,2026-03-07,Obat antibiotik untuk penggunaan medis
OBT929,Simil 25mg,Antikonvulsan,173,6531,2026-04-03,Obat antikonvulsan untuk penggunaan medis
OBT930,Amoxil 50mg,Antibiotik,257,43675,2026-11-17,Obat antibiotik untuk penggunaan medis
OBT931,Paraan 500mg,Antibiotik,153,32601,2026-02-18,Obat antibiotik untuk penggunaan medis
OBT932,Omepin 250mg,Antidepresan,173,73928,2025-10-15,Obat antidepresan untuk penggunaan medis
OBT933,Metol 20mg,Psikotropika,394,45634,2025-03-16,Obat psikotropika untuk penggunaan medis
OBT934,Ibuex 25mg,Kardiovaskular,358,63776,2025-11-22,Obat kardiovaskular untuk penggunaan medis
OBT935,Cefiax 5mg,Antikonvulsan,187,49291,2025-12-15,Obat antikonvulsan untuk penggunaan medis
OBT936,Capten 1000mg,Psikotropika,123,86076,2025-10-12,Obat psikotropika untuk penggunaan medis
OBT937,Amloum 100mg,Antidepresan,163,27060,2026-11-27,Obat antidepresan untuk penggunaan medis
OBT938,Siman 50mg,Kortikosteroid,420,7238,2026-07-16,Obat kortikosteroid untuk penggunaan medis
OBT939,Losox 20mg,Antidepresan,67,99689,2025-10-23,Obat antidepresan untuk penggunaan medis
OBT940,Omepol 20mg,Psikotropika,425,23404,2025-06-06,Obat psikotropika untuk penggunaan medis
OBT941,Ibuil 500mg,Antikonvulsan,254,62222,2026-12-17,Obat antikonvulsan untuk penggunaan medis
OBT942,Captum 25mg,Psikotropika,178,90416,2025-01-01,Obat psikotropika untuk penggunaan medis
OBT943,Atoril 100mg,Kortikosteroid,433,90630,2025-02-27,Obat kortikosteroid untuk penggunaan medis
OBT944,Simen 1000mg,Antihistamin,381,31699,2026-05-15,Obat antihistamin untuk penggunaan medis
OBT945,Paraum 10mg,Antasida,266,25677,2025-03-08,Obat antasida untuk penggunaan medis
OBT946,Losex 500mg,Psikotropika,289,35345,2026-04-05,Obat psikotropika untuk penggunaan medis
OBT947,Simax 500mg,Antidiabetes,175,61382,2025-06-04,Obat antidiabetes untuk penggunaan medis
OBT948,Amloat 500mg,Mineral,313,13021,2025-05-21,Obat mineral untuk penggunaan medis
OBT949,Losox 1000mg,Vitamin,369,29905,2026-07-16,Obat vitamin untuk penggunaan medis
OBT950,Omepil 10mg,Psikotropika,194,42495,2025-11-19,Obat psikotropika untuk penggunaan medis
OBT951,Cefiex 25mg,Antihistamin,155,62173,2025-10-06,Obat antihistamin untuk penggunaan medis
OBT952,Raniten 20mg,Antidepresan,324,96755,2025-03-09,Obat antidepresan untuk penggunaan medis
OBT953,Amoxen 500mg,Antidepresan,247,73389,2026-07-04,Obat antidepresan untuk penggunaan medis
OBT954,Cefian 25mg,Antikonvulsan,168,33799,2025-07-12,Obat antikonvulsan untuk penggunaan medis
OBT955,Dexaen 1000mg,Vitamin,103,90249,2025-07-29,Obat vitamin untuk penggunaan medis
OBT956,Losen 50mg,Mineral,356,90469,2026-06-03,Obat mineral untuk penggunaan medis
OBT957,Losax 100mg,Kortikosteroid,391,44755,2025-10-18,Obat kortikosteroid untuk penggunaan medis
OBT958,Dexail 500mg,Antikonvulsan,298,16544,2026-11-17,Obat antikonvulsan untuk penggunaan medis
OBT959,Captox 250mg,Mineral,337,85502,2025-10-01,Obat mineral untuk penggunaan medis
OBT960,Dicloax 10mg,Antibiotik,221,74935,2025-11-15,Obat antibiotik untuk penggunaan medis
OBT961,Dicloax 50mg,Antihistamin,165,50802,2026-11-21,Obat antihistamin untuk penggunaan medis
OBT962,Metox 25mg,Psikotropika,378,99290,2025-01-06,Obat psikotropika untuk penggunaan medis
OBT963,Ranitat 5mg,Antidepresan,55,64093,2026-07-01,Obat antidepresan untuk penggunaan medis
OBT964,Simox 5mg,Kortikosteroid,391,64358,2025-05-17,Obat kortikosteroid untuk penggunaan medis
OBT965,Dexaax 100mg,Vitamin,374,80784,2025-10-09,Obat vitamin untuk penggunaan medis
OBT966,Raniten 20mg,Antidepresan,171,76454,2026-02-12,Obat antidepresan untuk penggunaan medis
OBT967,Atorex 250mg,Analgesik,71,24283,2025-09-02,Obat analgesik untuk penggunaan medis
OBT968,Dexaat 100mg,Psikotropika,203,77465,2026-07-08,Obat psikotropika untuk penggunaan medis
OBT969,Captin 500mg,Antasida,387,20613,2026-04-22,Obat antasida untuk penggunaan medis
OBT970,Simum 500mg,Antidiabetes,249,63821,2025-04-23,Obat antidiabetes untuk penggunaan medis
OBT971,Siman 500mg,Antidepresan,472,45172,2025-06-23,Obat antidepresan untuk penggunaan medis
OBT972,Atorum 10mg,Analgesik,284,67200,2025-02-15,Obat analgesik untuk penggunaan medis
OBT973,Dexaex 250mg,Antibiotik,90,71642,2025-03-31,Obat antibiotik untuk penggunaan medis
OBT974,Ranitan 25mg,Kortikosteroid,267,13425,2026-05-27,Obat kortikosteroid untuk penggunaan medis
OBT975,Dicloin 10mg,Antidepresan,441,41419,2025-10-16,Obat antidepresan untuk penggunaan medis
OBT976,Amoxol 50mg,Antikonvulsan,275,46758,2025-03-04,Obat antikonvulsan untuk penggunaan medis
OBT977,Dexaan 250mg,Antibiotik,292,17632,2025-03-05,Obat antibiotik untuk penggunaan medis
OBT978,Simen 250mg,Kortikosteroid,98,33876,2026-01-24,Obat kortikosteroid untuk penggunaan medis
OBT979,Atorex 10mg,Antidiabetes,259,25369,2025-07-26,Obat antidiabetes untuk penggunaan medis
OBT980,Losen 10mg,Vitamin,106,69244,2026-05-19,Obat vitamin untuk penggunaan medis
OBT981,Ibuil 25mg,Antidepresan,312,48360,2026-02-16,Obat antidepresan untuk penggunaan medis
OBT982,Ranitin 10mg,Kardiovaskular,115,59188,2026-07-06,Obat kardiovaskular untuk penggunaan medis
OBT983,Ranitol 500mg,Antikonvulsan,450,80912,2026-10-05,Obat antikonvulsan untuk penggunaan medis
OBT984,Omepum 10mg,Antibiotik,494,67595,2026-04-26,Obat antibiotik untuk penggunaan medis
OBT985,Amloax 50mg,Psikotropika,447,81214,2026-04-14,Obat psikotropika untuk penggunaan medis
OBT986,Cefiin 5mg,Antihistamin,410,46028,2025-03-10,Obat antihistamin untuk penggunaan medis
OBT987,Amoxum 100mg,Mineral,155,15202,2026-10-28,Obat mineral untuk penggunaan medis
OBT988,Amoxat 50mg,Psikotropika,60,41820,2026-04-02,Obat psikotropika untuk penggunaan medis
OBT989,Cefian 1000mg,Antihistamin,333,98009,2025-06-18,Obat antihistamin untuk penggunaan medis
OBT990,Ibuax 50mg,Antidiabetes,422,97315,2025-05-26,Obat antidiabetes untuk penggunaan medis
OBT991,Ranitan 20mg,Kardiovaskular,234,53376,2025-01-06,Obat kardiovaskular untuk penggunaan medis
OBT992,Cefiax 25mg,Vitamin,248,21251,2026-11-10,Obat vitamin untuk penggunaan medis
OBT993,Captil 10mg,Psikotropika,132,66894,2025-05-14,Obat psikotropika untuk penggunaan medis
OBT994,Cefien 5mg,Antihistamin,367,68870,2026-11-26,Obat antihistamin untuk penggunaan medis
OBT995,Dexaan 50mg,Vitamin,129,22884,2025-03-10,Obat vitamin untuk penggunaan medis
OBT996,Cefiex 250mg,Antikonvulsan,51,34697,2025-01-15,Obat antikonvulsan untuk penggunaan medis
OBT997,Metin 1000mg,Vitamin,126,93010,2025-01-11,Obat vitamin untuk penggunaan medis
OBT998,Cefian 50mg,Antidiabetes,494,18767,2026-06-24,Obat antidiabetes untuk penggunaan medis
OBT999,Captax 10mg,Antibiotik,143,44916,2025-08-18,Obat antibiotik untuk penggunaan medis
OBT1000,Simax 25mg,Kortikosteroid,64,5278,2026-01-17,Obat kortikosteroid untuk penggunaan medis
